site,ACI,ADI,AEI,NDSI,NDSI_A,NDSI_B,BI,H,Ht,Hs,M,R,sfm,rugo,zcr_max,zcr_mean,zcr_min
s2lam011_210508,64.24998761,1.977471737,0.299360697,-0.011108537,0.861319972,0.964745629,3.465622433,0.889492165,0.973284984,0.957015554,0.006575423,0.292057444,0.576108233,0.046521534,0.526722301,0.213922866,0.015477036
s2lam011_210603,61.53662932,2.066335654,0.258432969,0.187260922,0.773361287,1.275430831,3.422044873,0.935851367,0.967424886,0.971008728,0.003710732,0.371614512,0.414829944,0.036368091,0.688236257,0.385468766,0.044482166
s2lam011_210624,59.07240684,2.274221662,0.058220444,0.508489952,0.602564631,1.887589263,2.480830123,0.971135896,0.983778476,0.98217428,0.002827362,0.734591447,0.376876157,0.080761211,0.694167058,0.471701162,0.13087406
s2lam012_180624,58.26647642,2.105660778,0.166633306,0.42156016,0.619816617,1.620734009,2.318836354,0.917183466,0.987083503,0.96334709,0.005093933,0.426444204,0.332463104,0.07092814,0.644273546,0.271674602,0.038608127
s2lam012_180702,57.43895379,2.207273301,0.111240462,0.272056155,0.672979741,1.514038504,1.683657767,0.943262596,0.985745063,0.972363282,0.003443359,0.328292213,0.423425631,0.098322734,0.637128276,0.352905175,0.094621556
s2lam012_180707,57.74506188,2.271440592,0.045393286,0.100524413,0.8471241,1.058173874,2.847227876,0.963816087,0.988145878,0.977949249,0.003112232,0.247143829,0.400081285,0.101193977,0.673037574,0.368778305,0.123349144
s2lam012_190311,68.00165465,1.453836045,0.598534477,-0.664206886,0.982703346,0.252212257,3.357593274,0.758362641,0.97703414,0.909792059,0.023668715,0.432954874,0.40160955,0.025644616,0.284916835,0.0748372,0.004901714
s2lam012_190326,62.6498784,1.885223362,0.373843915,-0.246986878,0.935873671,0.655148413,3.205772081,0.897327683,0.98136306,0.956629088,0.006455295,0.376208636,0.414858573,0.027178766,0.585272606,0.226067304,0.015510721
s2lam012_190402,59.83733356,2.201163017,0.123200866,-0.001343087,0.895763009,0.919899031,2.890484496,0.957426631,0.984116661,0.975873594,0.004432874,0.450654802,0.420338315,0.040990662,0.637107684,0.350378436,0.100268872
s2lam012_190419,78.79735114,1.872134569,0.397103486,-0.139688682,0.891385603,0.83651449,2.700635681,0.787188482,0.97486531,0.897502172,0.045461907,0.184363888,0.465342997,0.060079188,0.210408902,0.058391625,0.003108873
s2lam013_180624,57.20965654,2.112042392,0.147835837,0.411289586,0.679250942,1.800302666,1.102691055,0.925483108,0.987359443,0.966333483,0.004563996,0.285580285,0.459558443,0.092652635,0.573289659,0.284506338,0.04477946
s2lam013_180702,57.27820449,2.17019353,0.125631867,0.284311247,0.689857264,1.600433354,1.795363848,0.943276819,0.98425979,0.973182461,0.003605375,0.354361143,0.449262655,0.094936303,0.636956146,0.365687828,0.096221081
s2lam013_180707,57.74970988,1.787113982,0.314003492,-0.339707295,0.955686336,0.52255533,1.628822904,0.88824428,0.983638357,0.952793827,0.006597499,0.420011243,0.42587782,0.063310812,0.562212603,0.228735802,0.038352806
s2lam013_190311,71.88723167,1.603369093,0.52219557,-0.486672939,0.965606089,0.390910665,3.17636591,0.794189351,0.978342581,0.923212014,0.021669075,0.422433156,0.39966107,0.033515174,0.431588887,0.093278562,0.00309137
s2lam013_190324,57.82397958,2.269935165,0.046978303,-0.736331373,0.996278464,0.160162904,5.732251086,0.85105419,0.990060973,0.93505987,0.022168484,0.14576287,0.492688862,0.037813387,0.336785827,0.103962217,0.038378577
s2lam013_190419,57.73413053,2.280966604,0.037467207,0.106781258,0.823882223,1.182132043,1.582710704,0.928256588,0.989455847,0.966039394,0.00495039,0.406463399,0.437036619,0.100148759,0.57471143,0.262365602,0.074456292
s2lam013_200522,63.16172307,2.267520688,0.085952456,0.807436491,0.225215577,2.014692686,6.96432972,0.951503925,0.980726877,0.970605068,0.004378108,0.946469802,0.374811949,0.066347444,0.662376645,0.366240407,0.106284265
s2lam013_200616,58.08236484,2.28990758,0.023947609,0.725155935,0.365048701,2.140136515,2.277693323,0.962468013,0.986242655,0.978720919,0.003450064,1.232891655,0.355121663,0.090583879,0.6875,0.428242479,0.172441242
s2lam013_200702,57.3017214,2.271125021,0.028825139,0.254335293,0.790363817,1.522469394,1.231894471,0.959433169,0.987045975,0.978694326,0.003716025,1.802313015,0.309671339,0.068312214,0.708107035,0.431781954,0.186163102
s2lam013_210502,66.36428203,1.774153473,0.451088479,-0.215049366,0.918152469,0.708977902,4.131985844,0.827276562,0.980125913,0.942327258,0.014602903,0.241956556,0.42769877,0.020171315,0.536868579,0.110459363,0.005524936
s2lam013_210514,62.97129921,2.237153551,0.094250346,0.580204365,0.490706451,1.996892627,2.741281628,0.959982589,0.978869082,0.97820699,0.003059176,0.750213533,0.378858818,0.053039759,0.684972426,0.434058921,0.110179228
s2lam013_210527,57.66783123,2.265509855,0.035358785,0.58054544,0.562920295,2.130601031,1.402174776,0.966827735,0.986961929,0.980397685,0.003071888,1.409601902,0.326594185,0.074980414,0.705224609,0.443881533,0.179326172
s2lam013_210622,57.9564856,2.295395071,0.016867875,0.577327267,0.558213926,2.089901903,1.612217825,0.971938462,0.987131885,0.982295486,0.002831305,2.946310614,0.304253448,0.081626034,0.69517165,0.491313694,0.219573192
s2lam014_180604,57.98678596,2.301771566,0.009142102,0.633590025,0.491494998,2.249277369,1.414741294,0.975332085,0.987970224,0.983471674,0.002369914,0.371195415,0.436359942,0.099007276,0.607122673,0.444593723,0.20440492
s2lam014_180707,57.32343028,2.025713386,0.248957545,-0.295846692,0.962441928,0.552211623,1.761765703,0.840256205,0.987964666,0.930998684,0.010118853,0.183038295,0.401271107,0.054510834,0.473615164,0.120673361,0.016830996
s2lam014_190315,57.48344058,2.24762074,0.113821546,-0.233311554,0.936440909,0.704114473,1.487434124,0.886241436,0.988918252,0.95196485,0.007135418,0.497085982,0.399649886,0.068199597,0.570192921,0.185718211,0.022241709
s2lam014_190402,61.90756474,2.030257037,0.245759095,-0.177356656,0.941495861,0.675794914,3.557371604,0.946384771,0.980850813,0.973159645,0.004709448,0.266508695,0.431251119,0.024949022,0.665482955,0.307168038,0.066527311
s2lam014_190414,59.27585767,2.0632287,0.203070017,0.432136518,0.62568462,1.685764016,2.711644259,0.916253643,0.98536039,0.96356249,0.00470736,0.412931943,0.554287351,0.05140748,0.495533288,0.248285368,0.032387908
s2lam014_190428,60.10135702,2.095436063,0.192350303,0.199814795,0.797400671,1.355509223,2.324304029,0.909449127,0.984349306,0.96000294,0.006096191,0.41415126,0.434864972,0.049121311,0.617723922,0.240593726,0.033134353
s2lam014_190513,61.56405538,2.19031591,0.134122831,0.064588191,0.834430656,1.080111556,3.213845035,0.949373216,0.98406342,0.975080488,0.005511741,0.383964668,0.444071062,0.032900384,0.676208318,0.329947336,0.091694379
s2lam015_180707,57.18832078,2.253328435,0.062059237,-0.39642483,0.97325278,0.474307366,1.200240095,0.921043922,0.988253134,0.963617026,0.004195963,0.27509325,0.511314723,0.091389032,0.500412806,0.257859957,0.073781299
s2lam015_190311,63.93982958,1.232149143,0.684142408,-0.699702827,0.983509863,0.226747598,4.291096063,0.689414479,0.984136597,0.884693526,0.04065783,0.533438111,0.387275023,0.021587835,0.226761798,0.044151365,0.002989477
s2lam015_190324,60.45030412,2.211266447,0.111945591,-0.056612635,0.900108973,0.856868885,2.811841706,0.954177678,0.984152687,0.975627476,0.004394801,0.241978032,0.512199376,0.044682037,0.635094502,0.335130378,0.104757302
s2lam015_190402,63.90052568,2.245956181,0.082543267,-0.070248088,0.916043711,0.83788472,3.525368678,0.95407236,0.984237647,0.976336698,0.005026434,0.266162255,0.512148159,0.021502649,0.617484889,0.329760664,0.08551151
s2lam015_190409,67.26414229,1.738564061,0.499618026,-0.043512184,0.766556826,0.822260828,5.502410438,0.772779102,0.980677758,0.920315404,9.11E-12,0.281094253,0.459526627,0.027054111,0.411463995,0.079971975,0.004704484
s2lam015_190418,60.75276661,2.22840144,0.11848311,0.162232667,0.805225903,1.236869651,2.893822742,0.942392601,0.981226212,0.969443886,0.003213735,0.752308747,0.372743391,0.035614346,0.735351563,0.343169941,0.053066406
s2lam015_190427,59.29802491,2.19790109,0.121915028,0.502124631,0.549641238,1.771096848,2.616101756,0.967794522,0.98466344,0.979385601,0.002330528,0.31860832,0.481498398,0.074942701,0.67199707,0.440126825,0.120429145
s2lam015_190612,57.73093076,2.209185823,0.116682422,0.528703574,0.527545145,1.746424179,2.754704246,0.959075431,0.98575431,0.976755087,0.002716007,0.325628203,0.415432717,0.086879107,0.661397298,0.396771058,0.099558512
s2lam015_200522,62.88900527,2.227991762,0.122032495,0.802756307,0.23363808,1.96905171,5.71869513,0.950452513,0.979387595,0.970490256,0.00347395,1.424811579,0.358216256,0.053863994,0.681654526,0.374553576,0.07556022
s2lam015_200603,88.43065076,1.97865374,0.307228215,0.716497667,0.295207167,1.77262503,6.531212338,0.897721916,0.962262921,0.959980464,0.005687642,0.39935732,0.519831935,0.037024385,0.554349347,0.255081963,0.023676539
s2lam015_210322,57.79063504,1.815166373,0.332191014,0.106931324,0.821145029,1.194686568,1.492474353,0.885208118,0.984747144,0.951406257,0.007097429,0.446054917,0.395725566,0.058598756,0.586198834,0.237145308,0.030355964
s2lam015_210409,60.16448876,1.902500549,0.297810328,0.377116606,0.640394217,1.674889237,2.176681085,0.933957777,0.978368705,0.967105004,0.003283488,0.681124038,0.356197125,0.044641528,0.690557761,0.370615127,0.05324667
s2lam015_210502,60.20182666,1.767801885,0.417353876,-0.06068509,0.763878852,0.855208645,3.160297624,0.832903873,0.987070109,0.931333117,0.010756257,0.455245339,0.44453942,0.032086697,0.383847489,0.12723949,0.008480235
s2lam015_210521,58.12814484,2.241464966,0.079876083,0.612996172,0.483660722,2.042096209,2.090909176,0.957063353,0.985005983,0.976828567,0.002869066,0.642822505,0.343488557,0.071687811,0.67419181,0.398902129,0.107085129
s2lam015_210609,64.9679303,1.850523692,0.341327769,0.370887279,0.62967524,1.54237188,3.367141317,0.90854698,0.957987908,0.955881451,0.003767085,0.493377352,0.406593076,0.034642532,0.679878715,0.386301486,0.051286604
s2lam015_210623,58.50185691,2.247054818,0.060834927,0.488885125,0.617967263,1.910389597,1.646758366,0.947538181,0.985483693,0.974839449,0.003249003,0.580237776,0.349235339,0.053521769,0.683265853,0.352994865,0.079693203
s2lam016_180707,57.72345171,2.029679533,0.256542174,-0.432835898,0.937792949,0.453215287,2.585037975,0.886412869,0.983533013,0.950251053,0.005657836,0.333646717,0.409229549,0.060185595,0.557885203,0.20876178,0.037934986
s2lam016_190312,57.2030242,2.262612971,0.059519593,-0.459710559,0.963444803,0.364485717,5.145306129,0.886010178,0.989284138,0.948530599,0.007257162,0.228869254,0.428685658,0.074377878,0.444963728,0.14874754,0.060532924
s2lam016_190326,58.71094005,2.148168618,0.179089276,0.133824495,0.819551532,1.154380121,2.872803281,0.912700782,0.985732859,0.961474072,0.005146493,0.453839365,0.418498679,0.059994949,0.615195116,0.250255468,0.037511778
s2lam016_190402,57.75157022,2.289348754,0.025373754,0.123302008,0.7627282,0.996358695,5.298166742,0.941554477,0.988179872,0.969724552,0.004472606,0.327335899,0.489720716,0.071944353,0.603430707,0.249968599,0.117527174
s2lam016_190617,58.2858798,2.16879898,0.167130228,-0.182320762,0.892994202,0.69584877,2.985571444,0.912129765,0.985834451,0.960354019,0.004646324,0.20687334,0.493506521,0.057925204,0.504286388,0.230145652,0.050296246
s2lam016_190627,57.69732537,2.273990847,0.036879681,0.428333463,0.699449607,1.73649721,1.749266003,0.974041936,0.988116348,0.983045943,0.002260019,0.27273077,0.417148192,0.099668518,0.666775174,0.450301579,0.205240885
s2lam016_200522,58.73959533,2.153856899,0.140201287,0.382403938,0.589221418,1.608466652,2.97110275,0.944825441,0.981690471,0.969763824,0.003525279,2.22598342,0.322593073,0.07372232,0.717971389,0.374732398,0.109480574
s2lam016_200610,66.05122975,2.107914264,0.220818626,0.349480945,0.660277336,1.500209776,3.350147179,0.928675328,0.968471185,0.96928668,0.004325057,0.491738386,0.486921755,0.029795119,0.652851421,0.335941413,0.041978086
s2lam016_200701,64.55248775,1.771720547,0.381328177,0.196634558,0.717803523,1.341721721,3.448302115,0.89011744,0.969523097,0.954748178,0.008609206,0.696592447,0.37464206,0.044324458,0.649658203,0.346639053,0.077514648
s2lam016_210417,58.62038467,2.213045781,0.100452301,0.252062466,0.751934453,1.504599617,2.060085766,0.939798943,0.986273949,0.969155607,0.003547633,0.401065089,0.354347697,0.057854145,0.609962005,0.324622019,0.076257258
s2lam016_210514,60.99780689,1.841233511,0.307352236,0.45870051,0.568862678,1.683317783,3.118418035,0.917128309,0.976669241,0.959199977,0.003928458,0.434481198,0.386223839,0.052199459,0.620589372,0.319402499,0.056565505
s2lam016_210530,58.66202279,2.116203128,0.143115171,0.454454181,0.611741268,1.681847671,3.105374615,0.959102813,0.98247237,0.974295562,0.00270626,1.280677544,0.35626666,0.083369587,0.692126922,0.424228045,0.157054228
s2lam016_210609,59.42923443,2.101593281,0.200244007,0.622626888,0.428901758,1.829137581,3.726010227,0.947283419,0.983003474,0.971249712,0.003362755,1.0498537,0.368536333,0.066999321,0.636103382,0.383290192,0.092051049
s2lam016_210622,58.0426391,2.255421688,0.07169139,0.519916737,0.587614727,1.931265812,2.216504945,0.950791192,0.986831122,0.973537193,0.0031187,0.602287632,0.369130469,0.0861284,0.636912677,0.352849835,0.080604499
s2lam016_210627,57.59244328,2.078462376,0.12954979,0.486197219,0.634369414,1.93340562,1.438849196,0.963917951,0.983860385,0.97649888,0.002454951,1.092543005,0.329923185,0.081501275,0.714035131,0.459423478,0.15710838
s2lam017_180702,57.74578171,2.096795796,0.182798624,0.166494247,0.716778579,1.324487127,2.078862564,0.931120463,0.982993535,0.967036909,0.003927043,0.265888822,0.464609422,0.086063791,0.634324597,0.351714191,0.08843666
s2lam017_180707,57.43066341,2.236497211,0.076320997,0.173839049,0.816683853,1.247572695,1.317957241,0.911837652,0.98913631,0.959700319,0.005408598,0.1648664,0.398844579,0.094908373,0.584876019,0.2372953,0.058163092
s2lam017_190311,61.68347754,1.54027725,0.533994222,-0.711049806,0.98724459,0.197900031,2.781751231,0.77643964,0.983648866,0.913848258,0.016703174,0.467066303,0.442452494,0.032944789,0.400675456,0.090359404,0.00523546
s2lam017_200701,58.39546996,2.222536245,0.105048328,0.489647162,0.564601632,1.676433459,3.078765461,0.959388338,0.983027979,0.974769995,0.003221964,0.96814075,0.382790275,0.078261588,0.685475667,0.433073843,0.142242432
s2lam017_210417,58.92295128,2.254482854,0.072709216,0.478411074,0.606220217,1.714335917,1.991228909,0.942425295,0.987685319,0.97069459,0.004290167,0.801852431,0.319247575,0.06979299,0.700021115,0.342522601,0.072065034
s2lam017_210507,61.3594964,2.118078763,0.182292887,0.306360079,0.690747772,1.508024776,2.559491725,0.940569225,0.980685966,0.971299096,0.004164686,0.234969356,0.470968483,0.04697901,0.648226079,0.354534264,0.079151901
s2lam017_210521,62.76676644,2.176263525,0.166948691,0.615158673,0.424854226,1.782019822,4.798078405,0.941743725,0.977483397,0.971614747,0.004320673,0.47168405,0.422306468,0.050592013,0.633683678,0.335743373,0.064298561
s2lam017_210606,61.28852374,2.108261,0.215963742,0.029611581,0.855601928,1.067169187,2.655464219,0.874645762,0.986660444,0.949495844,0.008334381,0.369270645,0.487695252,0.043611259,0.511372228,0.177673454,0.021106351
s2lam017_210616,59.94707594,2.221205884,0.115943626,0.550095594,0.475966692,1.709021007,3.162662594,0.956524191,0.981008261,0.974056092,0.003842428,1.286388815,0.359847543,0.060322849,0.71248972,0.455244307,0.10910773
s2lam018_180612,58.58885002,2.206373401,0.114453948,0.339991642,0.677190987,1.567460739,2.475285069,0.944251073,0.985772744,0.972396461,0.003826056,0.479578934,0.359058756,0.083170134,0.64716152,0.36730029,0.0732514
s2lam018_180707,57.21959971,2.274046826,0.025572454,0.59234287,0.563875992,2.221488253,0.838753241,0.951399511,0.989551355,0.974888994,0.003313749,0.229436417,0.461632561,0.131093644,0.595407384,0.349730392,0.125893385
s2lam018_190312,57.86210152,2.139875599,0.134060504,0.006316838,0.899574571,0.975633134,1.405970877,0.937065204,0.986317496,0.969935478,0.004139341,0.449078236,0.422707583,0.09140416,0.630517222,0.309707472,0.074803262
s2lam018_190326,61.3017418,2.027227037,0.231346353,-0.541155184,0.979949871,0.311244928,3.401657582,0.896840988,0.984545546,0.955848282,0.012217377,0.242087725,0.521152653,0.049085986,0.472430099,0.194380281,0.052713816
s2lam018_190402,60.42774214,2.264320527,0.036362286,0.591646136,0.544792971,2.201536521,1.317783349,0.97294743,0.985736281,0.984216278,0.003765496,0.24922507,0.66549325,0.033147553,0.590954033,0.437644372,0.180700532
s2lam018_190412,178.9978439,2.275946109,0.024458109,0.73539728,0.375401345,2.578967376,0.166701112,0.81052113,0.819109053,0.983404503,0.001778921,0.018550451,0.68860663,0.643234989,0.034088135,0.005617658,5.09E-05
s2lam018_190506,184.477374,2.291567607,0.009545187,0.754637569,0.358984084,2.620724222,0.067367427,0.803628389,0.805627364,0.984055771,0.000410823,0.010818286,0.774897466,2.139883212,0.029466146,0.00939516,0
s2lam018_190517,188.6082438,2.302584976,2.59E-05,0.767739664,0.348344784,2.651261517,0.009000372,0.800000604,0.800000928,0.984967744,0.000259493,0.002629325,0.796083422,0.893123048,0.007019043,0.000713691,0
s2lam019_180707,57.07665746,2.274520403,0.041886731,0.097377484,0.862558996,1.173558655,1.652044506,0.936259822,0.988872643,0.969079097,0.004016656,0.178436658,0.330251462,0.08300299,0.624090576,0.280621897,0.095080566
s2lam019_190311,69.06836532,1.46012805,0.591229836,-0.494857869,0.954133398,0.407829124,4.13236184,0.770096091,0.978120709,0.917952876,0.02313425,0.420287674,0.425372536,0.022429019,0.380883943,0.079292682,0.004090507
