site,ACI,ADI,AEI,NDSI,NDSI_A,NDSI_B,BI,H,Ht,Hs,M,R,sfm,rugo,zcr_mean,YYYY
s2lam105_210525,59.42348571,2.098433124,0.164613133,0.53470024,0.517153101,1.874253247,2.549410157,0.950949708,0.980205466,0.972562649,0.003596607,0.968774842,0.392819436,0.053168776,0.441899395,2021
s2lam105_210602,80.54053472,1.645636375,0.527536795,-0.135257925,0.877536405,0.764750365,4.513446703,0.811823332,0.957668657,0.942418838,0.026386106,0.492322806,0.475123957,0.030369673,0.17980633,2021
s2lam105_210615,74.7651558,1.683359511,0.490842369,0.042664268,0.746723284,1.000420507,5.365868385,0.858009412,0.949742241,0.94088221,0.013916123,0.39505703,0.476623147,0.031068776,0.309918127,2021
s2lam105_210627,61.06592444,2.062082602,0.237652991,0.244082418,0.70893036,1.327765601,2.842815698,0.947367906,0.977552465,0.973784198,0.003702924,0.241242592,0.616247353,0.069664998,0.405624208,2021
s2lam106_200522,58.4242594,2.280904036,0.044217326,0.658443749,0.43475064,2.032653739,3.056683154,0.966787453,0.98634328,0.980127155,0.002373405,1.499088617,0.393673983,0.095047677,0.437393317,2020
s2lam106_200710,58.60763335,2.17961066,0.12623686,0.425017784,0.651555382,1.804257844,1.586085967,0.947814362,0.985046702,0.976515983,0.003107533,2.244447829,0.314346334,0.077313102,0.507816069,2020
s2lam106_210326,64.36565447,1.764877555,0.403799648,0.001979906,0.840098358,1.003500213,3.414576058,0.898306103,0.969775052,0.956842239,0.00478132,0.462558737,0.427684045,0.026282326,0.323298748,2021
s2lam106_210410,59.45962576,2.266706197,0.055273749,0.545790077,0.586395763,2.052777623,1.501159365,0.966527131,0.985570845,0.982463514,0.002335055,0.468188997,0.465663381,0.059951351,0.429287803,2021
s2lam106_210424,65.94507843,2.002466417,0.29488112,0.286199892,0.775348287,1.495221255,2.963037176,0.887916359,0.970680614,0.960913221,0.007795489,0.712008969,0.498963733,0.047578857,0.255450148,2021
s2lam106_210508,68.8358288,2.095816474,0.277154145,0.091725659,0.831807094,1.125680894,3.550873695,0.911424283,0.955016183,0.969605547,0.005117174,0.547784583,0.489816061,0.024778477,0.30528834,2021
s2lam106_210530,62.12968363,2.103535177,0.208037831,0.508364921,0.509255194,1.604656404,3.035125479,0.916052289,0.980650526,0.969512432,0.00621391,1.458089251,0.455773047,0.065359359,0.407330353,2021
s2lam106_210613,76.024031,1.935351938,0.377492503,0.138427162,0.824107148,1.165792731,3.496933002,0.858926369,0.96550759,0.956663122,0.030328131,0.455095006,0.564961855,0.033333197,0.219453521,2021
s2lam107_200522,59.31249247,2.274447107,0.053900649,0.612829858,0.476177443,2.03427731,2.727764465,0.934484656,0.990228096,0.976616418,0.004198413,2.112597456,0.356900252,0.112064373,0.526144871,2020
s2lam107_200528,59.36805326,2.132573889,0.148612205,0.428268745,0.624453518,1.798428292,2.148052516,0.944331478,0.982480586,0.97441692,0.002962223,1.951045445,0.382093427,0.128502333,0.502226468,2020
s2lam107_200708,66.36153574,1.865345158,0.401050068,0.097442652,0.750251765,1.028030223,3.75099358,0.867483747,0.977022869,0.95422586,0.012809366,1.224077188,0.415592678,0.050802012,0.326733026,2020
s2lam107_210327,69.6243046,1.826907216,0.389978449,0.072730606,0.798943341,1.182344567,3.198208092,0.891109177,0.963984023,0.963514178,0.013443904,1.009098197,0.434782628,0.056371612,0.316827742,2021
s2lam107_210418,61.3681191,2.102373481,0.20315635,0.239537779,0.75992308,1.457221008,2.372840875,0.934640873,0.978789402,0.971986763,0.003711436,1.068974667,0.398804215,0.029728777,0.37328342,2021
s2lam107_210506,64.36918335,2.1672006,0.179126917,0.398506343,0.586243603,1.549308016,3.971519658,0.940315719,0.974388032,0.972837845,0.004100181,1.565785804,0.444545949,0.049191945,0.442347365,2021
s2lam107_210521,60.53587476,1.956098333,0.266736986,0.410626885,0.627976473,1.6672412,3.182117585,0.920217779,0.980492658,0.967453431,0.004475333,1.777332715,0.376374082,0.085996925,0.412050666,2021
s2lam108_200519,57.40973378,2.284265642,0.036135566,0.274213615,0.696552736,1.391512981,2.713463788,0.95920901,0.988137487,0.976718267,0.002788601,0.197212778,0.458341717,0.093349709,0.354220104,2020
s2lam108_200622,57.06803282,2.294361152,0.012736075,0.414847651,0.707931659,1.799343324,1.903525462,0.976633127,0.98921905,0.98385962,0.002190212,0.615945867,0.422562526,0.111983665,0.433559909,2020
s2lam108_200707,58.11518357,2.178279892,0.138170747,0.358746864,0.728594499,1.683854156,2.123816101,0.951344536,0.980198986,0.973882451,0.003571589,0.516836844,0.375473403,0.063500937,0.464937691,2020
s2lam108_210328,59.96359554,2.062908577,0.217491072,0.331531767,0.746626039,1.586499664,2.796181882,0.941345907,0.977498508,0.970375848,0.00298694,0.479682323,0.436556207,0.066138578,0.361728509,2021
s2lam108_210410,67.14709174,2.179828935,0.167814152,0.493497337,0.572587336,1.667944416,3.570485477,0.932798691,0.968482385,0.972982369,0.003816892,0.745797288,0.513291502,0.05087435,0.344246326,2021
s2lam108_210425,62.16980158,1.950421117,0.308557257,0.077944577,0.84916626,1.179264327,2.910825984,0.928317129,0.970279009,0.970452828,0.005127819,0.928148726,0.46497664,0.044755963,0.339970788,2021
s2lam108_210521,58.31203256,2.165194062,0.147159569,0.255730183,0.768323871,1.458549862,2.066910798,0.948414362,0.984466917,0.97318,0.003457781,0.432193563,0.379640845,0.060074445,0.359836115,2021
s2lam108_210530,66.76868973,1.779813531,0.407276881,0.418720296,0.552657104,1.302184508,3.881422253,0.901518372,0.958190507,0.95722951,0.00655323,0.541276619,0.419905493,0.044999502,0.365651454,2021
s2lam108_210613,63.11881974,2.211557899,0.129017103,0.398913701,0.667778965,1.701606652,2.572052771,0.952871546,0.976399831,0.978940221,0.005081632,0.54544646,0.44160386,0.046169544,0.427183637,2021
s2lam109_200522,62.14900572,2.111985798,0.210290305,0.406376804,0.557408792,1.537398631,4.135881819,0.938770454,0.979914419,0.969411523,0.004159756,0.709519414,0.453956207,0.06112364,0.35641496,2020
s2lam109_200616,57.79622483,2.181309821,0.107295342,0.39125178,0.664597927,1.756935129,1.498921766,0.952751012,0.986069182,0.975842548,0.003313826,1.470716078,0.350503345,0.077665403,0.447328464,2020
s2lam109_200630,57.10132933,2.235397009,0.094392026,0.367573296,0.673777965,1.743534458,1.258603226,0.921208442,0.987155641,0.966733179,0.006818214,1.752926324,0.313884165,0.127406535,0.45724102,2020
s2lam109_210407,69.72626143,2.035567923,0.315006427,-0.090150865,0.87332589,0.848043563,4.349779874,0.859263596,0.976249956,0.947156208,0.015949026,0.546509733,0.428834636,0.038459055,0.174986367,2021
s2lam109_210420,59.29318578,2.214923421,0.100740724,0.482437953,0.587524331,1.833229815,2.1162537,0.962072692,0.985684381,0.978662885,0.002898182,1.715938225,0.382145113,0.057443377,0.464506282,2021
s2lam109_210508,60.72462009,2.056159398,0.216587642,0.215950089,0.75975678,1.357244864,2.303113865,0.919190516,0.981763414,0.964775116,0.005235412,1.614563678,0.352625504,0.069812189,0.410739644,2021
s2lam109_210525,57.46265888,2.231770241,0.08612911,0.333705384,0.709860225,1.707902217,1.126509245,0.939309612,0.987984744,0.973805381,0.004296184,1.839193895,0.313525026,0.06975213,0.451713646,2021
s2lam110_200522,57.52042934,2.244128159,0.070580391,0.33835889,0.723294249,1.668196924,1.19097204,0.95633099,0.987643927,0.978124155,0.003423806,1.893181604,0.325871704,0.087713973,0.472272458,2020
s2lam110_200624,58.20794681,2.289832651,0.026991322,0.699154564,0.394457322,2.161152594,2.876436393,0.971864522,0.988153097,0.982564044,0.003118933,1.954831577,0.433908436,0.073222263,0.476017702,2020
s2lam110_210331,65.63849474,1.884775874,0.37133001,-0.201748881,0.927764207,0.743384219,2.756220409,0.888347984,0.969010043,0.954741595,0.008556667,1.326461543,0.419573762,0.037405287,0.351314331,2021
s2lam110_210420,66.5729212,2.143924344,0.197689438,0.331178044,0.678564759,1.575079065,3.153046137,0.930427391,0.966163347,0.97291796,0.004178563,1.531863931,0.447001082,0.03264459,0.442160521,2021
s2lam110_210507,67.78283208,2.098286092,0.239253972,0.390724667,0.558592428,1.334114015,4.035798599,0.90539675,0.977186104,0.962328774,0.006943526,0.816381279,0.488452069,0.050219399,0.292069308,2021
s2lam110_210609,61.01676096,1.809956882,0.33963631,0.310504438,0.697532821,1.571029775,2.449765087,0.900724368,0.97669139,0.958688384,0.006738899,0.637783637,0.507933745,0.052384066,0.318288426,2021
s2lam110_210624,57.41794005,2.187124553,0.114906807,0.432807719,0.63684964,1.753126616,1.5220797,0.929877937,0.987999929,0.968702869,0.004969692,1.280807379,0.398299391,0.102183191,0.364034673,2021
s2lam111_200501,57.98833024,2.207974232,0.14204189,0.000487211,0.851175299,0.969385069,3.845572641,0.908747534,0.985818662,0.957512747,0.006536042,0.338320587,0.352486705,0.046134505,0.209492724,2020
s2lam111_200506,57.69168585,2.187447515,0.158154337,-0.079176499,0.875345391,0.867560001,3.136920909,0.904009498,0.986957432,0.956267382,0.005924619,0.357327333,0.34878443,0.050442805,0.209078337,2020
s2lam111_200514,58.3418208,2.19233741,0.148910192,-0.087154409,0.892961589,0.880683925,3.332575131,0.915234726,0.986261456,0.960886582,0.007150789,0.325792339,0.385936172,0.042552713,0.222958547,2020
s2lam111_200610,57.3732125,2.208568126,0.14236544,-0.064842343,0.901445087,0.895797893,3.691977851,0.909832055,0.987219231,0.958538941,0.007709084,0.317010907,0.359409936,0.058103339,0.206953667,2020
s2lam112_200623,57.51395662,2.0529106,0.177421518,0.188608677,0.78328512,1.326418489,2.018847204,0.939420673,0.984133342,0.968834794,1.49E-12,0.248531186,0.461924552,0.091174611,0.348632697,2020
s2lam112_200710,60.94426396,1.975126014,0.271961875,0.088151962,0.785926732,1.228559708,2.772628454,0.90250087,0.97357655,0.951952713,0.005016651,0.448406476,0.471755656,0.036022763,0.307380162,2020
s2lam112_210328,59.41020795,2.130622192,0.159180146,0.352143669,0.719623895,1.674433293,1.735400024,0.958410785,0.981671188,0.973762466,0.002646518,1.013435535,0.385954473,0.055405598,0.434265633,2021
s2lam112_210413,57.14017507,2.192499147,0.099803717,0.322716952,0.690186291,1.557276868,1.467014367,0.963878856,0.987746691,0.978095785,0.002377069,0.228562652,0.459392325,0.105472282,0.4223554,2021
s2lam112_210507,83.53372691,2.021586917,0.340293663,0.174806501,0.754935531,1.137420844,5.275046437,0.877402854,0.947034561,0.956654096,0.007753048,0.3799607,0.525630995,0.02886,0.275290416,2021
s2lam112_210521,58.5686401,2.182696613,0.135923268,0.406571073,0.606416685,1.658341688,3.025396729,0.949208069,0.98335433,0.971933269,0.003028501,0.829011408,0.370822552,0.059822902,0.38717646,2021
s2lam112_210606,61.5993167,1.654816452,0.451759109,-0.120265976,0.885846218,0.880280307,3.012689212,0.899001459,0.972042959,0.951533432,0.005741689,0.338068596,0.368689855,0.026765425,0.272164103,2021
s2lam112_210616,57.87337237,2.224475945,0.082001319,0.409040383,0.653896131,1.606001746,1.507567169,0.965034343,0.986538019,0.979147164,0.002465061,0.213521058,0.505789099,0.070070604,0.459445653,2021
s2lam112_210627,63.92623772,2.139816918,0.188613749,0.469503279,0.572923829,1.775313235,3.929702384,0.937829899,0.974741909,0.96742905,0.003926953,0.695829205,0.432900167,0.035055397,0.391725843,2021
s2lam113_200708,60.45205003,2.166677252,0.155008955,0.197127907,0.761657031,1.341882033,2.581333569,0.94584828,0.978718117,0.972293617,0.004216488,1.061892954,0.377455799,0.04457,0.406717872,2020
s2lam113_210410,65.87713091,2.200485625,0.151042346,0.085435415,0.763528518,1.193608229,3.561483632,0.928692922,0.972521359,0.966872574,0.003781682,1.356511591,0.446984468,0.042320757,0.362318636,2021
s2lam113_210426,66.951948,2.112009751,0.203725789,0.386209571,0.660929483,1.629541299,3.505876689,0.921314219,0.975372404,0.968122154,0.005128779,0.660161309,0.447993262,0.03751813,0.318487584,2021
s2lam113_210516,66.32602767,1.788134819,0.420590789,0.118081845,0.754499806,1.22427599,3.626186498,0.887837656,0.952773042,0.955126945,0.00662428,0.508118564,0.455436841,0.021520491,0.322536851,2021
s2lam113_210530,59.71187544,2.210692235,0.124813823,0.628534558,0.379481899,1.408437852,3.159015369,0.945349637,0.983778332,0.972273813,0.003054458,0.326754424,0.52424402,0.082482293,0.391242327,2021
s2lam113_210609,85.79415152,2.096096903,0.299537512,0.1030134,0.798424193,1.024808641,4.772390532,0.886370195,0.941013625,0.969473795,0.015990801,0.73803436,0.56163543,0.051821247,0.31839231,2021
s2lam113_210622,59.78527184,1.968821882,0.24287169,0.586730688,0.477102363,1.848957176,2.465164842,0.934143526,0.979801733,0.963722209,0.004217014,0.905312074,0.368507497,0.050718739,0.417981944,2021
s2lam114_200624,57.13208454,2.283277013,0.02411601,0.427675065,0.672268969,1.837814256,1.081966373,0.96827796,0.987526232,0.980744561,1.32E-12,0.701365838,0.392493033,0.136530315,0.497275231,2020
s2lam114_200710,57.75044302,2.270818326,0.04101916,0.460833442,0.64256821,1.874275192,1.780141107,0.968568399,0.98595506,0.980313217,0.002992319,1.351279181,0.35562774,0.092501833,0.509951547,2020
s2lam114_210418,68.14556636,1.764709731,0.405620666,-0.343837211,0.941531942,0.596436444,2.835887028,0.855622142,0.974694679,0.945472528,0.010642358,0.486470352,0.454847598,0.039383573,0.187355711,2021
s2lam114_210506,66.97498299,1.9562475,0.292707021,0.165378807,0.806748137,1.189482931,3.300205956,0.915520986,0.966746882,0.961763394,0.004896698,1.262047846,0.405317906,0.037175317,0.370477028,2021
s2lam114_210517,62.62551272,1.693807271,0.452767725,-0.179332457,0.899337602,0.725054385,4.274893833,0.888280088,0.966872667,0.950724022,0.006684717,0.662521407,0.384512493,0.031063592,0.284324203,2021
s2lam114_210614,59.96242144,2.218057532,0.122359613,0.657380629,0.400286356,1.931551913,4.111922514,0.946270397,0.97861268,0.97019551,0.004415078,1.000475662,0.366830492,0.067805227,0.450564617,2021
s2lam115_200708,59.41695968,2.216319875,0.095399197,0.132266845,0.819943076,1.294775846,1.793161175,0.953994096,0.985238139,0.975011349,0.003174039,0.463286512,0.438756015,0.068568578,0.396359556,2020
s2lam115_210327,58.62437212,2.056214017,0.188576941,0.182070217,0.768893605,1.436466618,1.662664156,0.93971047,0.984087252,0.968778704,0.004388635,1.715466071,0.349934176,0.069639145,0.386139312,2021
s2lam115_210410,67.51690399,1.955097637,0.284927269,0.30813894,0.735746502,1.562647501,3.126588168,0.914870051,0.957663387,0.970894476,0.005027228,1.004481919,0.425528866,0.034088871,0.37590547,2021
s2lam115_210430,58.95252909,2.238160423,0.088781188,-0.220375955,0.889841747,0.775582357,3.220439918,0.914745614,0.987175599,0.960901522,0.006122973,0.54700056,0.378066816,0.04673038,0.282101836,2021
s2lam115_210518,77.50092341,1.364991023,0.636262998,0.040059538,0.852083532,0.975301741,5.687891706,0.733858556,0.947469647,0.905755837,0.024514837,0.302962784,0.471196107,0.015699477,0.111179038,2021
s2llg001_170401,64.29361051,0.806217663,0.661549994,0.176260969,0.796361469,1.306622876,2.849064511,0.632086098,0.966207058,0.844901998,0.014510382,0.466733318,0.195304297,0.019724031,0.122085707,2017
s2llg001_170414,63.42642912,0.71059056,0.681249911,0.118344182,0.847161823,1.158774457,2.758858445,0.648066861,0.950669356,0.849821866,0.003628929,0.478394858,0.209179177,0.019267833,0.128160167,2017
s2llg001_170422,62.83174281,2.066128555,0.207513521,0.088703904,0.759245452,0.948245772,8.710513314,0.860781901,0.983123436,0.93694934,0.000916145,0.298411294,0.270132491,0.034508738,0.118877393,2017
s2llg001_170430,62.6682889,1.455917621,0.421045053,0.31415399,0.720265906,1.580604454,2.438903643,0.825435869,0.973851507,0.926893722,0.001023571,0.33268297,0.257985798,0.027556554,0.197633986,2017
s2llg001_170506,65.29260855,1.647741516,0.34447393,0.367647549,0.742451934,1.710293823,1.465169889,0.828978016,0.970520839,0.939824011,0.000466505,0.130025339,0.07090084,0.015409331,0.182635861,2017
s2llg001_170509,62.13414382,1.874647376,0.259337911,0.266285007,0.750394259,1.508453434,2.233066463,0.890784771,0.982465386,0.953101611,0.000558285,0.373747514,0.272495852,0.051506618,0.181975351,2017
s2llg001_170516,62.60090159,1.394115678,0.494716593,-0.011341492,0.898310146,0.925459158,2.80341412,0.8344315,0.971819967,0.927790066,0.00086827,0.381679723,0.2732848,0.026665049,0.161727395,2017
s2llg001_170520,62.39255314,2.183817567,0.13995053,-0.300206016,0.934252306,0.600959221,2.912321877,0.878789668,0.986670343,0.946662377,0.000647106,0.307451957,0.261900811,0.043122763,0.149600517,2017
s2llg001_170527,62.23436483,1.672456985,0.32712687,0.423532404,0.691662288,1.774524451,2.061822988,0.888475374,0.976523683,0.950437888,0.00045544,0.416230676,0.284549315,0.049744663,0.202902196,2017
s2llg001_170613,62.94622623,1.283070698,0.497566757,0.302783851,0.707381671,1.463268223,2.964377424,0.797694119,0.959341407,0.90978569,0.001096735,0.359237858,0.248687476,0.023579337,0.202915786,2017
s2llg001_170620,63.78848082,0.813801995,0.665030652,-0.034439421,0.87970673,0.879803485,3.517266361,0.638967117,0.961972772,0.841789911,0.005901215,0.530493149,0.208845141,0.014489718,0.075319692,2017
s2llg001_170701,61.74652994,1.328438525,0.449994777,0.371294599,0.671550249,1.584396937,3.027529678,0.745138274,0.97583488,0.891355354,0.003960095,0.433072099,0.248990476,0.045492393,0.192609589,2017
s2llg001_170708,61.99710962,1.832871769,0.248878821,0.43491036,0.658184819,1.81089786,1.930915709,0.908634591,0.977843053,0.958459857,0.000416778,0.267662435,0.286913154,0.05575796,0.28894145,2017
s2llg001_180330,62.57473977,1.728251754,0.336072729,0.317096387,0.704838719,1.387717205,3.772333861,0.870913865,0.975978733,0.944699089,0.000752327,0.235475588,0.275499011,0.031145444,0.208379999,2018
s2llg001_180414,63.49207659,1.821163106,0.27571912,0.303720786,0.773656702,1.548788052,2.266334097,0.883278406,0.977470408,0.949789363,0.000604311,0.266033771,0.282752062,0.036100136,0.204962761,2018
s2llg001_180425,66.07929165,1.135762523,0.53025602,0.188855478,0.775233342,1.199793051,5.433431046,0.655793312,0.968525976,0.854292689,0.018728801,0.396467251,0.192680396,0.028525329,0.114033414,2018
s2llg001_180502,62.71039848,1.541034108,0.394639159,0.440561815,0.656973407,1.77299351,2.650973284,0.859731885,0.972532597,0.939487289,0.000574144,0.289305658,0.280609341,0.036349144,0.20762329,2018
s2llg001_180523,64.18819673,1.396832718,0.468945301,0.272905577,0.725115749,1.327998346,3.694595577,0.802234662,0.961628278,0.912263962,0.001373469,0.339340015,0.263298157,0.022866879,0.184298275,2018
s2llg001_190414,64.15800676,1.366392976,0.457097471,0.342103485,0.712461134,1.581168007,2.908006888,0.821393351,0.966067503,0.922033459,0.00066552,0.33274264,0.251438838,0.025138686,0.186090502,2019
s2llg001_210420,64.97624982,0.977306934,0.585372232,0.286017133,0.738013185,1.457790589,2.90240997,0.699679603,0.959750857,0.872713158,0.002380051,0.398296725,0.205466358,0.026427237,0.152528993,2021
s2llg001_210628,62.06039037,2.170324988,0.118540183,0.463855,0.663438931,1.904222194,2.158498481,0.934916215,0.986199891,0.969711706,0.000339065,0.232320667,0.28073115,0.045080639,0.252659361,2021
s2llg002_170404,63.12629243,2.246179486,0.05070731,0.579709354,0.566621677,2.20556778,1.440681696,0.93977096,0.987237579,0.975405109,0.000663482,0.077480191,0.203597035,0.181595005,0.276539447,2017
s2llg002_170415,66.62395659,2.279452481,0.032660357,0.56458186,0.577721379,2.155903399,1.880971844,0.938981347,0.983707282,0.975629691,0.000802264,0.08265684,0.244504635,0.150034168,0.268558085,2017
s2llg002_170422,62.74111334,1.138136007,0.569717395,0.140422368,0.784724635,1.057029439,3.640837647,0.805254375,0.953162236,0.90818501,0.000550322,0.363009693,0.254298072,0.030530249,0.179864039,2017
s2llg002_170430,62.60247766,1.537231346,0.419427414,0.420905085,0.665038659,1.765615808,2.376706834,0.862547508,0.973603742,0.942517346,0.0005915,0.315025431,0.271787753,0.028426661,0.216630117,2017
s2llg002_170506,62.42997781,2.012124569,0.177619945,0.585350984,0.541703195,2.059130227,2.175987055,0.934487341,0.98270284,0.969101068,0.000311464,0.1791202,0.283099681,0.045976156,0.271616378,2017
s2llg002_170516,62.67521087,1.571676061,0.349029567,0.185058597,0.817886819,1.217030695,2.57012216,0.832051804,0.974989457,0.926204273,0.001740022,0.261443961,0.257044991,0.041939774,0.199813197,2017
s2llg002_170520,63.32837051,1.666954398,0.327357116,0.132399166,0.801397158,1.055079159,3.852661457,0.8474608,0.970242309,0.931735734,0.000910942,0.272301527,0.267929733,0.045171546,0.193794293,2017
s2llg002_170527,62.3561337,1.329087222,0.420947877,0.3585851,0.719975532,1.670618445,1.887112564,0.791718611,0.967690681,0.90758766,0.001303476,0.392016909,0.257845387,0.045952144,0.200746673,2017
s2llg002_170606,63.00731866,2.002223393,0.170150323,0.471384341,0.651933891,1.859206509,2.601787255,0.911167897,0.98328374,0.9608608,0.000437267,0.245470822,0.291321124,0.049455964,0.222986058,2017
s2llg002_170620,65.69343477,1.756103859,0.370005641,0.617351333,0.389550157,1.50794969,6.138334632,0.838879599,0.970554046,0.928321033,0.00069145,0.557745207,0.270758595,0.037891721,0.151635513,2017
s2llg002_170627,62.11641081,1.859578164,0.239228317,0.461389806,0.653622217,1.875632955,2.043220652,0.912894806,0.978020771,0.960621445,0.000414633,0.26518546,0.292069364,0.057547224,0.28866409,2017
s2llg002_180425,63.56058426,1.528894702,0.421255958,0.361833045,0.622599389,1.338208966,4.993938921,0.822438934,0.965734047,0.918208084,0.000708294,0.354983235,0.257252814,0.024183479,0.157296872,2018
s2llg002_180502,62.64447669,1.505681933,0.407125876,0.360885382,0.681070452,1.620127005,3.053245633,0.84490229,0.96967941,0.93128693,0.000706015,0.31409385,0.262011405,0.04047615,0.214736861,2018
s2llg002_190414,63.86405777,2.194645205,0.104870541,0.455036098,0.65704207,1.86872341,2.235532623,0.933027129,0.981603845,0.971311533,0.000312868,0.117544272,0.248915546,0.097357891,0.253263106,2019
s2llg002_210405,61.4990592,2.302574525,0.002324335,0.626225808,0.542043393,2.358346048,0.67938486,0.953505822,0.990654701,0.981599099,0.000120855,0.036056431,0.159616076,0.223620499,0.299807289,2021
s2llg002_210420,62.08751653,2.033775366,0.154870226,0.510487998,0.619032671,2.047210125,1.525155598,0.921797321,0.983866697,0.966979521,0.000266318,0.128912358,0.209192044,0.130916476,0.262604799,2021
s2llg002_210604,62.55275437,1.266986703,0.477063706,0.310554096,0.695020278,1.451808175,3.065927361,0.797219127,0.961564922,0.911255603,0.000707531,0.345245858,0.235632213,0.031244137,0.201635351,2021
s2llg002_210622,62.28589166,2.199858375,0.085555991,0.578859251,0.545022651,2.01600659,2.42002571,0.946989071,0.985915152,0.973874585,0.000291027,0.113707433,0.265206572,0.075209355,0.282756024,2021
s2llg003_170404,63.13729134,2.079180408,0.186190088,-0.164640167,0.871535708,0.664660306,8.747154603,0.802368579,0.985622496,0.916638616,0.003004265,0.205415222,0.242434798,0.035393343,0.089867528,2017
s2llg003_170408,62.11722884,1.864617905,0.271482114,-0.301418681,0.913751543,0.495446344,6.813760222,0.79193664,0.982547812,0.909798568,0.001977157,0.255812317,0.24687255,0.040389117,0.086230165,2017
s2llg003_170415,68.54644391,1.213247205,0.567286212,0.334101492,0.720809706,1.531464188,3.75484138,0.764906744,0.966499971,0.906064673,0.0022374,0.435247872,0.275137954,0.01364674,0.152417504,2017
s2llg003_170418,63.00692472,2.063427646,0.176741136,0.374456105,0.719166911,1.638622767,2.95270376,0.920162889,0.984852568,0.963680063,0.000464594,0.20882001,0.303001031,0.059480606,0.213364392,2017
s2llg003_170422,62.71981723,1.896090876,0.238448073,0.401999646,0.687887796,1.63070634,2.698987254,0.918134834,0.980088892,0.962129288,0.000385867,0.19114039,0.30050747,0.051829723,0.226552851,2017
s2llg003_170430,62.83344261,1.792345142,0.271583258,0.412217694,0.618485717,1.690013887,2.378106713,0.865891337,0.979174843,0.939388674,0.001853445,0.269513069,0.279442104,0.047573571,0.2356276,2017
s2llg003_170527,61.89972368,2.234396952,0.07223338,0.356989881,0.729336955,1.669851744,2.528361903,0.941190044,0.988142429,0.971519203,0.000361952,0.164353157,0.299391922,0.057168936,0.237614224,2017
s2llg003_170613,62.09350401,2.28188819,0.043871591,-0.083486673,0.862411158,0.997548643,2.307926313,0.919781584,0.989404674,0.962644767,0.000468738,0.128672197,0.282347815,0.070064561,0.203557544,2017
s2llg003_170627,61.296658,2.120821281,0.152149043,0.314875597,0.678562543,1.511672283,2.897948405,0.904085208,0.985440258,0.956195623,0.000611501,0.325597013,0.305109417,0.076140626,0.245337864,2017
s2llg003_170705,62.3629313,1.540614932,0.430953195,-0.191816007,0.892959565,0.731098465,2.307628878,0.83670505,0.975994312,0.926797423,0.000816551,0.371374987,0.260502542,0.033186659,0.155244204,2017
s2llg003_170711,62.15302095,2.111704767,0.17569052,-0.070211642,0.883044351,0.868799054,3.55172076,0.87306039,0.987241777,0.945168745,0.000704862,0.260016817,0.276165701,0.045697609,0.127584669,2017
s2llg003_180116,65.93620561,2.180166321,0.146610175,-0.450604694,0.96335825,0.437308136,3.286370966,0.877175618,0.985128341,0.946474849,0.001125211,0.257049174,0.325632715,0.027746524,0.137315887,2018
s2llg003_180331,62.20789258,0.895732255,0.619701114,0.056237875,0.854864986,1.119012055,2.200928595,0.662044082,0.967864066,0.858914528,0.006158602,0.461008062,0.201203326,0.021420881,0.115087547,2018
s2llg003_180414,65.51324349,0.778639293,0.690983745,0.094220652,0.829176317,1.085771818,3.080335722,0.631221421,0.970293095,0.846037403,0.009517458,0.463741765,0.201671703,0.010736049,0.089171713,2018
s2llg003_180502,62.41840443,1.98028598,0.236525787,0.102486478,0.820110791,1.228321066,2.382199622,0.904283945,0.98399467,0.956658839,0.000497661,0.282046167,0.28512784,0.054128462,0.19643347,2018
s2llg003_180519,62.41044352,2.179074566,0.118228356,0.151778757,0.800797982,1.292858654,2.275907945,0.926610627,0.987267378,0.965181672,0.000414041,0.195623887,0.291776392,0.054732869,0.212996496,2018
s2llg003_180526,63.54738407,1.81883399,0.334884959,0.274914195,0.710595985,1.373983119,2.833887297,0.887985421,0.972309051,0.948969208,0.000543918,0.279005924,0.290715364,0.042299638,0.219792104,2018
s2llg003_180624,61.96108042,2.27207437,0.043813859,0.379023084,0.704193035,1.675744661,2.70682116,0.943172327,0.988446374,0.972204787,0.000356761,0.122795674,0.296822249,0.069902994,0.242955178,2018
s2llg003_190503,62.13417557,1.36702481,0.456985239,0.238746245,0.780691202,1.428990721,2.150667321,0.827783232,0.973196145,0.926590492,0.000991707,0.355622024,0.239412126,0.025126436,0.186819684,2019
s2llg003_190530,64.23525151,1.361012258,0.465060878,0.336693632,0.665941521,1.419716576,3.107557848,0.798780241,0.967340983,0.910706998,0.000814898,0.40722533,0.250804703,0.035314358,0.183248661,2019
s2llg004_170401,64.02506404,0.432617156,0.786581463,0.169444995,0.777301683,1.181153376,3.04152496,0.555710791,0.963202872,0.808531596,0.011537593,0.527209896,0.178379413,0.008828443,0.081143471,2017
s2llg004_170414,68.09479223,1.31083207,0.482344973,0.360374006,0.669015984,1.537791388,3.803696331,0.752261518,0.965471481,0.892710029,0.006643282,0.407268169,0.247919322,0.017929297,0.159776239,2017
s2llg004_170418,62.21996481,1.615052371,0.375326282,0.251205468,0.797699032,1.422028793,2.397613875,0.877263668,0.974595889,0.943788351,0.000604124,0.311258346,0.265063618,0.03744696,0.195826655,2017
s2llg004_170506,62.14084796,2.262028757,0.058023682,0.454170112,0.626282809,1.799867598,2.697624324,0.942786256,0.98849007,0.972192581,0.00030824,0.170959901,0.273022462,0.060300539,0.247266254,2017
