"site","wavs","preds","Anthropophony_mean","Anthropophony_var","Biophony_mean","Biophony_var","Geophony_mean","Geophony_var","Quiet_mean","Quiet_var","Interference_mean","Interference_var","Unidentified_mean","Unidentified_var","Anthropophony","Biophony","Geophony","Quiet","Interference","Unidentified"
"s2lam010_190406",564,16920,0.0193262411347518,0.0189538577427115,0.00508274231678487,0.00505720693662489,0.407328605200946,0.241426281278745,0.209810874704492,0.165800070618775,0.126713947990544,0.110664063804496,0.294621749408983,0.207832057402696,327,86,6892,3550,2144,4985
"s2lam010_190416",600,18000,0.0167777777777778,0.0164972004617541,0.0658333333333333,0.0615027223734652,0.122555555555556,0.107541665895019,0.5,0.250013889660537,0.0875,0.0798481860103339,0.233833333333333,0.179165259181066,302,1185,2206,9000,1575,4209
"s2lam010_200710",527,15810,0.0100569259962049,0.00995641398991735,0.0716002530044276,0.066477861572458,0.0100569259962049,0.00995641398991735,0.701897533206831,0.20925062141842,0.00600885515496521,0.00597312662156229,0.202719797596458,0.161634704832902,159,1132,159,11097,95,3205
"s2lam010_210411",577,17310,0.0367417677642981,0.0353938549715123,0.0468515309069902,0.0446590449150402,0.0154246100519931,0.0151875688437297,0.1105141536684,0.0983064546786268,0.725880993645292,0.198989272335023,0.0922588099364529,0.0837519602825978,636,811,267,1913,12565,1597
"s2lam010_210430",413,12390,0.023728813559322,0.0231676268313471,0.271993543179984,0.198029038621637,0.0952380952380952,0.0861747556396035,0.154721549636804,0.130793348078638,0.156335754640839,0.131905532590257,0.32453591606134,0.219230049359702,294,3370,1180,1917,1937,4021
"s2lam010_210517",445,13350,0.0763295880149813,0.0705086635562764,0.17063670411985,0.141530420856617,0.124269662921348,0.108834866223199,0.0982022471910112,0.0885651999350202,0.0367041198501873,0.0353595760935956,0.501947565543071,0.25001493469892,1019,2278,1659,1311,490,6701
"s2lam010_210604",428,12840,0.0453271028037383,0.0432759269544532,0.466822429906542,0.248918635029222,0.0588006230529595,0.0553474203282978,0.0867601246105919,0.07923897664801,0.0402647975077882,0.0386465534456323,0.312772585669782,0.214962636961613,582,5994,755,1114,517,4016
"s2lam010_210614",572,17160,0.0421328671328671,0.0403600406237506,0.326631701631702,0.219956251084231,0.0194055944055944,0.0190301262930787,0.206177156177156,0.163677674773893,0.0350815850815851,0.0338528402459867,0.378263403263403,0.235193906953625,723,5605,333,3538,602,6491
"s2lam010_210628",429,12870,0.0289044289044289,0.0280711440242095,0.212898212898213,0.167585585255956,0.0169386169386169,0.0166529941337619,0.397824397824398,0.239578761608445,0.106993006993007,0.095552927917525,0.257031857031857,0.190981320766075,372,2740,218,5120,1377,3308
"s2lam011_180604",698,20940,0.0208691499522445,0.0204346043970996,0.0402101241642789,0.0385951132075876,0.165807067812798,0.13832168969645,0.378223495702006,0.235181714219405,0.197325692454632,0.158395827822602,0.252769818529131,0.188886257726028,437,842,3472,7920,4132,5293
"s2lam011_180707",992,29760,0.017372311827957,0.0170710882349859,0.331989247311828,0.221779839260699,0.0131384408602151,0.0129662579261284,0.415456989247312,0.242860639972655,0.00497311827956989,0.0049485526561586,0.221438172043011,0.172409101321837,517,9880,391,12364,148,6590
"s2lam011_190311",456,13680,0.141081871345029,0.121186635595006,0.426827485380117,0.244663667875247,0.043421052631579,0.0415387012747161,0.000950292397660819,0.000949458746898926,0.189035087719298,0.153312030350018,0.22609649122807,0.174989659524203,1930,5839,594,13,2586,3093
"s2lam011_190324",880,26400,0.0059469696969697,0.00591182718124079,0.0581060606060606,0.0547318195018866,0.4575,0.248203151634532,0.0224621212121212,0.0219584060805793,0.0477651515151515,0.0454853647463689,0.424431818181818,0.244298703635468,157,1534,12078,593,1261,11205
"s2lam011_190407",596,17880,0.0814876957494407,0.0748516375240822,0.222147651006711,0.172807737021161,0.088255033557047,0.0804705832007931,0.22913870246085,0.176644036915817,0.0792505592841163,0.072973989456592,0.316946308724832,0.216503454804876,1457,3972,1578,4097,1417,5667
"s2lam011_190416",596,17880,0.0967561521252796,0.0873992872545034,0.5917225950783,0.24160047788308,0.0140380313199105,0.0138417391430562,0.037751677852349,0.0363285204681282,0.0131991051454139,0.0130256172708587,0.258053691275168,0.191472692457988,1730,10580,251,675,236,4614
"s2lam011_190510",577,17310,0.0184286539572501,0.0180900837360701,0.069844020797227,0.0649695868540154,0.0294049682264587,0.0285419649415179,0.603466204506066,0.239308569399136,0.00774119006354708,0.00768170781278437,0.27313691507799,0.198544610636736,319,1209,509,10446,134,4728
"s2lam011_190520",425,12750,0.0463529411764706,0.0442078133002358,0.124862745098039,0.109280611012936,0.14721568627451,0.125553075289258,0.220627450980392,0.171964466263406,0.0463529411764706,0.0442078133002358,0.428078431372549,0.244846491612568,591,1592,1877,2813,591,5458
"s2lam011_190529",567,17010,0.0617871840094062,0.0579729360694993,0.161845972957084,0.135659829293265,0.0339800117577895,0.0328273004411781,0.320693709582598,0.21786206209812,0.0797766019988242,0.0734166118576986,0.354791299235744,0.228927891652201,1051,2753,578,5455,1357,6035
"s2lam011_190604",446,13380,0.210762331838565,0.16635400435124,0.18677130044843,0.151899134477866,0.0267563527653214,0.0260423967194869,0.131614349775785,0.114300555351285,0.0150224215246637,0.0147978543443862,0.438938714499253,0.246289926731885,2820,2499,358,1761,201,5873
"s2lam011_200522",854,25620,0.0665105386416862,0.0620893103616287,0.234465261514442,0.179498308836518,0.00495706479313037,0.00493268483435233,0.482825917252147,0.249714797751315,0.0110070257611241,0.0108862960589938,0.205698672911788,0.163393106434868,1704,6007,127,12370,282,5270
"s2lam011_200624",403,12090,0.0388751033912324,0.0373669204571198,0.239454094292804,0.182130895609424,0.056575682382134,0.0533792897055687,0.260794044665012,0.192796457702971,0.0382133995037221,0.0367561758151444,0.374772539288668,0.234337465835308,470,2895,684,3153,462,4531
"s2lam011_200710",568,17040,0.00839201877934272,0.00832208118519596,0.138967136150235,0.119662293655511,0.0374413145539906,0.0360415776345181,0.469776995305164,0.249101188601571,0.0654342723004695,0.0611562172888653,0.291490610328638,0.206535955073517,143,2368,638,8005,1115,4967
"s2lam011_210326",578,17340,0.0640138408304498,0.0599195245791684,0.101903114186851,0.0915241477150836,0.0119953863898501,0.0118521806119679,0.462226066897347,0.248587466048663,0.217704728950404,0.170319202273039,0.164705882352941,0.137585789261203,1110,1767,208,8015,3775,2856
"s2lam011_210409",417,12510,0.0116706634692246,0.0115353811762326,0.0743405275779376,0.0688195146976192,0.0147881694644285,0.0145706442280822,0.4585931254996,0.248305319290814,0.260511590727418,0.192660702359848,0.201039168665068,0.160635261876038,146,930,185,5737,3259,2515
"s2lam011_210424",439,13170,0.0550493545937737,0.0520228732568543,0.137205770690964,0.118389336499463,0.0286256643887623,0.0278083472188804,0.253682611996963,0.189342121141935,0.154441913439636,0.130599525253533,0.392710706150342,0.238507117305067,725,1807,377,3341,2034,5172
"s2lam011_210508",581,17430,0.0584624211130235,0.0550477246477611,0.112392426850258,0.09976609305183,0.0218588640275387,0.0213822808425904,0.20447504302926,0.162674332815636,0.401835915088927,0.240377603460735,0.233792312105565,0.179143744802904,1019,1959,381,3564,7004,4075
"s2lam011_210603",575,17250,0.00707246376811594,0.00702285114617021,0.128057971014493,0.111665600442286,0.064695652173913,0.0605136328003892,0.133101449275362,0.115392142875747,0.294434782608696,0.207754985166122,0.399536231884058,0.239920939756222,122,2209,1116,2296,5079,6892
"s2lam011_210624",418,12540,0.00757575757575758,0.00751896507140147,0.194019138755981,0.156388183699394,0.014274322169059,0.0140716880398547,0.418819776714514,0.243429183562914,0.203189792663477,0.161916612831443,0.195534290271132,0.157313176509704,95,2433,179,5252,2548,2452
"s2lam012_180624",870,26100,0.108697318007663,0.0968859231699399,0.10095785440613,0.0907688437733188,0.0321072796934866,0.0310775929965462,0.24007662835249,0.182446831171436,0.0797701149425287,0.0734096563350954,0.450996168582375,0.247608111407213,2837,2635,838,6266,2082,11771
"s2lam012_180702",570,17100,0.0958479532163743,0.0866661912789264,0.547777777777778,0.247731771188698,0.00385964912280702,0.00384497708391688,0.172105263157895,0.142493374497124,0.0151461988304094,0.0149176638694031,0.175847953216374,0.144933926234187,1639,9367,66,2943,259,3007
"s2lam012_180707",992,29760,0.00944220430107527,0.00935336337213609,0.209038978494624,0.165347239987397,0.57372311827957,0.244573120013933,0.00406586021505376,0.00404946506650017,0.00164650537634409,0.00164384963327259,0.217674731182796,0.170298164971869,281,6221,17074,121,49,6478
"s2lam012_190311",458,13740,0.247161572052402,0.186086272749839,0.180640465793304,0.148020260856032,0.0222707423580786,0.0217763412794547,0.0049490538573508,0.00492491915988792,0.288791848617176,0.205406066284813,0.289592430858806,0.205743628911333,3396,2482,306,68,3968,3979
"s2lam012_190326",572,17160,0.118356643356643,0.104354429590457,0.150641025641026,0.12795576366443,0.101631701631702,0.0913080198353233,0.0691724941724942,0.0643914126357742,0.288461538461538,0.205263441028929,0.329370629370629,0.220898490751046,2031,2585,1744,1187,4950,5652
"s2lam012_190402",711,21330,0.0146272855133615,0.0144140037938877,0.106469760900141,0.0951384112239571,0.53581809657759,0.248728724938568,0.00712611345522738,0.00707566368581769,0.117065166432255,0.103365759267601,0.242709798406001,0.183810369621273,312,2271,11429,152,2497,5177
"s2lam012_190419",698,20940,0.0662846227316141,0.0618939272958842,0.00463228271251194,0.00461104487209926,0.341929321872015,0.225024406867394,0.00229226361031519,0.0022871183603183,0.449140401146132,0.247425117112595,0.194412607449857,0.156623825162216,1388,97,7160,48,9405,4071
"s2lam013_180624",865,25950,0.0803853564547206,0.0739263997238989,0.0768400770712909,0.0709384132845137,0.0105202312138728,0.0104099571034958,0.473063583815029,0.249284035804336,0.0114836223506744,0.0113521862322054,0.352215799614644,0.228168622741615,2086,1994,273,12276,298,9140
"s2lam013_180702",565,16950,0.111150442477876,0.0988018506325849,0.325486725663717,0.219558070358916,0.00271386430678466,0.00270665893220178,0.33622418879056,0.223190651252734,0.00932153392330383,0.00923518777745696,0.22330383480826,0.17344946517498,1884,5517,46,5699,158,3785
"s2lam013_180707",985,29550,0.11258883248731,0.0999159685375045,0.0469373942470389,0.0447357891698317,0.0607106598984772,0.0570268055143027,0.26994923857868,0.197083316655652,0.0244331641285956,0.0238369912856325,0.495262267343486,0.249986013652851,3327,1387,1794,7977,722,14635
"s2lam013_190311",455,13650,0.16029304029304,0.134609042995005,0.219120879120879,0.171119455678031,0.029010989010989,0.0281714153675469,0.00124542124542125,0.00124396130403897,0.419194139194139,0.243488250826517,0.212600732600733,0.167413925854837,2188,2991,396,17,5722,2902
"s2lam013_190324",881,26430,0.00529701097237987,0.00526915200968129,0.0150964812712826,0.0148691401102107,0.507604994324631,0.249951621179036,0,0,0.00571320469163829,0.00568077892056312,0.467499054105183,0.248953107854113,140,399,13416,0,151,12356
"s2lam013_190419",702,21060,0.0378917378917379,0.036457685225433,0.170892687559354,0.141695105060729,0.0428300094966762,0.0409975464853031,0.108024691358025,0.0963599329104181,0.00299145299145299,0.00298264582656054,0.638366571699905,0.230865654117787,798,3599,902,2275,63,13444
"s2lam013_200522",856,25680,0.0135514018691589,0.0133682819482664,0.568613707165109,0.245301711436391,0.0178348909657321,0.017517489775213,0.183605919003115,0.149900622761802,0.0106308411214953,0.0105182359271713,0.211604361370717,0.166834452288311,348,14602,458,4715,273,5434
"s2lam013_200616",703,21090,0.0152678994784258,0.0150355036449309,0.269796111901375,0.197015511559637,0.0140825035561878,0.013884845011324,0.273494547178758,0.198704701591964,0.0101469890943575,0.0100445039752386,0.421669037458511,0.24387582388361,322,5690,297,5768,214,8893
"s2lam013_200702",571,17130,0.0166374781085814,0.0163616275754016,0.0496789258610625,0.0472136863852085,0.0488032691185055,0.0464242201539453,0.51395213076474,0.249819921813721,0.0400467016929364,0.0384452076968093,0.337011091652072,0.223447659985556,285,851,836,8804,686,5773
"s2lam013_210502",433,12990,0.144264819091609,0.123461985450945,0.169130100076982,0.140535928103077,0.0304080061585835,0.0294856291914204,0.00207852193995381,0.00207436137559637,0.403772132409546,0.240758731658475,0.292147806004619,0.206813386420238,1874,2197,395,27,5245,3795
"s2lam013_210514",424,12720,0.0117924528301887,0.0116543071055485,0.254795597484277,0.189889729424755,0.0691037735849057,0.0643334997263046,0.126572327044025,0.110560464931136,0.34811320754717,0.226948244121482,0.231918238993711,0.178146174618174,150,3241,879,1610,4428,2950
"s2lam013_210527",593,17790,0.027318718381113,0.0265738997620315,0.206576728499157,0.16391199745717,0.0345699831365936,0.0333767755562986,0.394266441821248,0.238833839848545,0.0191118605958404,0.0187476512112774,0.323664980326026,0.218918266528908,486,3675,615,7014,340,5758
"s2lam013_210622",1873,56190,0.00537462181882897,0.00534583039759942,0.137675743014771,0.118723245689329,0.0766684463427656,0.0707916555403257,0.356113187399893,0.229300665968929,0.0568428546004627,0.0536126986137166,0.380672717565403,0.235765195523608,302,7736,4308,20010,3194,21390
"s2lam014_180604",712,21360,0.00870786516853933,0.00863244239330735,0.341947565543071,0.225029963072869,0.064747191011236,0.0605578273716682,0.00655430711610487,0.00651165302700245,0.0109082397003745,0.0107897551453632,0.573689138576779,0.244581361294075,186,7304,1383,140,233,12254
"s2lam014_180707",1004,30120,0.165172642762284,0.13789521903973,0.0420650730411687,0.0402969405510422,0.152689243027888,0.129379533560701,0.000232403718459495,0.000232357421360961,0.00132802124833997,0.00132630164182298,0.641235059760956,0.230060296018357,4975,1267,4599,7,40,19314
"s2lam014_190315",590,17700,0.164971751412429,0.137763855917041,0.217231638418079,0.170051661126758,0.0267231638418079,0.0260105058761978,0.0569491525423729,0.0537089809727831,0.033954802259887,0.0328037269812875,0.50909604519774,0.249931382378844,2920,3845,473,1008,601,9011
"s2lam014_190402",722,21660,0.0159279778393352,0.0156750010455436,0.038781163434903,0.0372789058919932,0.534210526315789,0.24884112839928,0.00872576177285319,0.00865002220900922,0.0683287165281625,0.0636628422151678,0.351662049861496,0.22800637915901,345,840,11571,189,1480,7617
"s2lam014_190414",709,21270,0.0338504936530324,0.032706175399399,0.339163140573578,0.224142042592609,0.0695815702867889,0.0647430192287156,0.29901269393512,0.209613957711817,0.0711800658204043,0.0661165724927316,0.214809590973202,0.16867436075243,720,7214,1480,6360,1514,4569
"s2lam014_190428",430,12900,0.0889147286821705,0.0810151799520545,0.16906976744186,0.140496072347415,0.0345736434108527,0.0333808942583735,0.122170542635659,0.107253215350508,0.196821705426357,0.158095177139505,0.415348837209302,0.242853006452636,1147,2181,446,1576,2539,5358
"s2lam014_190513",997,29910,0.0197592778335005,0.0193694963656559,0.229956536275493,0.177082448209474,0.307188231360749,0.212830737579238,0.134302908726179,0.116269524746629,0.0665997993981946,0.0621663445651408,0.262721497826814,0.193705388681564,591,6878,9188,4017,1992,7858
"s2lam015_180707",989,29670,0.057195820694304,0.053926276324843,0.118335018537243,0.104335358452113,0.0342433434445568,0.0330718515305649,0.105493764745534,0.0943680109321675,0.00397708122682845,0.00396139756699701,0.682642399730367,0.216649055777449,1697,3511,1016,3130,118,20254
"s2lam015_190311",454,13620,0.295594713656388,0.208233767737674,0.165638766519824,0.138212713321924,0.0245961820851689,0.0239929715104977,0.00242290748898678,0.0024172144836525,0.241483113069016,0.183182468691975,0.291703377386197,0.206627687909879,4026,2256,335,33,3289,3973
"s2lam015_190324",878,26340,0.0140850417615793,0.0138871805879667,0.0888382687927107,0.0809491040291984,0.357213363705391,0.229620694061885,0.0536446469248292,0.0507688262232893,0.0917995444191344,0.0833755534224737,0.428094153378891,0.244838844546096,371,2340,9409,1413,2418,11276
"s2lam015_190402",723,21690,0.0199631166436146,0.0195654926687867,0.124711848778239,0.109163836463408,0.454218533886584,0.247915487304596,0.0498847395112955,0.0473984375420157,0.0879207007837713,0.0801943484533795,0.304748732134624,0.211886711263319,433,2705,9852,1082,1907,6610
"s2lam015_190409",307,9210,0.103908794788274,0.0931218681059423,0.607383279044517,0.238494726574544,0.0238870792616721,0.0233190186298656,0.000217155266015201,0.000217131685250078,0.154940282301846,0.130948009246961,0.139413680781759,0.11999053468088,957,5594,220,2,1427,1284
"s2lam015_190418",299,8970,0.0245261984392419,0.0239273315133646,0.225863991081382,0.174868943479665,0.0430323299888517,0.04118513999602,0.176588628762542,0.145421296916059,0.34726867335563,0.226698414817395,0.225863991081382,0.174868943479665,220,2026,386,1584,3115,2026
